reviewText,unixReviewTime,reviewTime,rating,label
"Note: This review may contains spoilers--'Invictus' is designed to be a 'feel-good' movie about relationships between blacks and whites. The setting is South Africa beginning with the release of Nelson Mandela from prison in 1990 and his subsequent ascent to the South African presidency a short time later. Morgan Freeman does a great job in 'channeling' the great man and you really feel as if you're watching Mandela himself. When the Oscars come up, Freeman has a very good shot at copping the Oscar for Best Actor.Clint Eastwood's strategy is to depict Nelson Mandela's program for racial reconciliation through the narrow prism of International Rugby. While there are a few interesting glimpses of Mandela interacting with his main assistant and some of his counselors, little of his personal life is shown (there is a brief scene where he's depicted as being alienated from his daughter who regards him as something of a sell-out). By the second half, Mandela is reduced to being basically a cheerleader for the South African Rugby team. Still, the sheer humanity of Mandela is always at the forefront, with his emphasis on forgiveness.I liked the first half of Invictus better than the second. There's a good scene where Mandela tries to persuade a group of his constituents (a Sports Federation) not to disenfranchise the rugby team. Mandela, in Christ-like fashion, urges the crowd to 'turn the other cheek' and support the team despite their identification of the white players with the apartheid era. Despite their initial rejection, blacks in South Africa gradually come to root for the team. One way they're won over is after Mandela asks the team to tour the shanty towns and introduce rugby to poor black children. It helps that there's one black player on the team who becomes a national figure. But when Mandela visits the team before a big game and congratulates each player individually, he's sending a signal that he's for whites as much as blacks. And the white players (who are initially depicted as being quite alienated and angry after Mandela becomes President) gradually soften up too: in one poignant scene, they go on a tour of the prison where Mandela was held for 27 years. Later they're not afraid to sing the new South African anthem with their black countrymen.Less successful are the scenes involving Mandela's bodyguards. The tension between the black and white bodyguards at the beginning is quite understandable. But virtually none of the characters are ever fleshed out. It takes a team victory in the Rugby World Cup to get them all hugging one another. But the camaraderie seems quite superficial. One wonders if everyone will be so touchy-feeley once all the excitement has worn off.Invictus completely loses steam in the second half. There's virtually no suspense since the film's outcome is a forgone conclusion. What's worse is that the idea of an antagonist is lost as the film plods along. The tension between blacks and whites is palpable at the beginning but as the focus shifts to the rugby team itself, where is the conflict? Good movies have a moment where the protagonist faces a moment of crisis leading to a 'dark moment of the soul'. The best Invictus offers us is when Mandela collapses after being overworked. It's not enough!The awkwardness of the entire screenplay is embodied in the relationship between the team captain, Francois Pienaar, played by Matt Damon and Mandela. They have one scene together when Mandela invites Pinaar to tea. We find out next to nothing about Pienaar but maybe that's because there's not a lot to find out. Damon runs around a lot on the field but only briefly confronts his teammates who are initially reluctant to embrace Mandela's plan for reconciliation. Again, where is the conflict?As an American who is unfamiliar with the rules of rugby, I was bored watching scene after scene of grown men groping one another without protective equipment. Since Eastwood really had no exciting climax to offer, he pads the last twenty minutes of the film with what I would term an extended 'highlight reel'. For rugby aficionados, this might prove to be orgasmic. As for ignorant Americans such as myself, I never thought I'd be desperate to tune into next Sunday's football game so quickly.Some have claimed that Invictus is just another film about race relations from the white man's perspective. Maybe so but I prefer to view it as primarily a mediocre sports film. On the plus side, if one wishes to feel good without thinking too hard, then one can indulge oneself in this rather superficial glimpse of racial harmony. While Invictus fails in the drama department, Morgan Freeman's performance as the great and inspiring Mandela will make you look at race relations from the glass being half full and not half empty.",1261699200,"12 25, 2009",2.0,-1
"I don't really fit into either category, but I have  done a lot of reading of military history over the last few years, especially the Russian-German conflict of WWII.Eventually, I started thinking about how the Nazis came to power. Buying this DVD seemed like buying a record of a small but important piece of history.I got this DVD at the same time as Riefenstahl's ""Triumph of the Will"" just to see for myself the differences.And there are many.In ""Victory of Faith"", Ernst Rohm is featured almost as prominently as Adolph Hitler himself, which shows just how powerful he was within the Nazi Party in 1933 as head of the SA - he was nearly equal to Hitler. A number of the early Nazi Party bigwigs are featured prominently as well.  As mentioned by other reviewers, the familiar Nazis of WWII - Himmler, Goebbels, and even Goring - make only brief appearances in this movie.""Victory of Faith"" is a roughly and simply made documentary of the rough and simple early Nazi Party, with lots of the usual ground-level shots, simple close-ups of key Nazis giving speeches, and scenes of Nazi Party members marching and camping out while carrying on with the 1933 Nazi Party Congress. The ordinary, every-day life activities of these proto-Nazi storm troopers in their campgrounds are depicted with a down-to-earth humanizing touch. By the time of ""Triumph of the Will"", these same Nazi SS and SA storm troopers will be put on a pedestal and glorified as Aryan gods.The contents of this DVD are fragmented into several parts, and my copy of the DVD did not move smoothly from one section to the next. Even accounting for this problem, the fragmented pieces of this film still do not fit together smoothly.And so this DVD is basically just the raw footage of what remains of the movie. If you don't speak or read German, the English subtitles provide very little information about what is going on in this movie.For most WWII buffs, the usual top Nazis of the WWII era are readily recognizable, but the problem is that this DVD is about the early Nazi Party, which was led by people who would be replaced and then doomed to death and/or obscurity later on. Without any help from the DVD, one has to research some of the early history of the Nazi Party to find out who is who in this movie.The only one of the obscure proto-Nazis in this movie that I was able to successfully figure out was Baldur Schirach, who had just been made the head of the Hitler Youth. He is featured very prominently giving speeches and leading the Hitler Youth. In a touch of irony, at the Nuremburg trials post-WWII, he would be one of only two Nazis to renounce Hitler (Speer was the other).There is much in the way of foreshadowing of things to come in ""Victory of Faith"". One can already spot the stylishly evil black uniforms of the SS, which Himmler had commissioned only the year before from fashion designer Hugo Boss, yet another of his gradual steps to distinguish his SS from Rohm's SA. However, in this film, the black-uniforms of the SS stay entirely in the background, and they are just that, uniforms. In ""Triumph of the Will"", the SS uniform is framed front and center, and reaches the full heights of its powerfully evil symbolism.Himmler and the black-uniformed SS would be the instruments for Hitler to gain complete control of the Nazi Party. Less than a year after ""Victory of Faith"" was made, Ernst Rohm would be executed by Himmler's SS.And so ""Triumph of the Will"", Riefenstahl's documentary of the subsequent Nazi Party Congress of 1934, is mainly about the ascension to power of the winners of that internal power struggle. The biggest winner was undoubtedly Heinrich Himmler. In ""Victory of Faith"", Himmler barely makes an appearance as one of Hitler's SS guards; in ""Triumph of the Will"", he is powerfully depicted at Hitler's side throughout key symbolic moments.With an unlimited budget, we thus get to see the full stylishness of Riefenstahl's pioneering film techniques in ""Triumph of the Will"".Hitler's speeches in ""Triumph of the Will"" concentrate heavily on justifying the massive blood purge within the Nazi Party that had just occurred. If one simply ignores all the propaganda bombast and Norse mythology - Nazi symbolism, ""Triumph of the Will"" fundamentally only shows that the main purpose of the 1934 Nazi Party Congress was to have the large numbers of defeated SA men publicly demonstrate their fealty to the new unquestioned boss of the Nazis, Adolph Hitler, and to showcase the new group of Hitler loyalists who had taken over the Party.All in all, ""Victory of Faith"" provides an interesting glimpse into a key moment in history - that period of time right before the Nazi Party transformed itself into the cohesive, Hitler-centric, evil force that would beget WWII.Unfortunately, this DVD is pretty much a do-it-yourself history project, with just segments of the raw footage of that moment.",1164758400,"11 29, 2006",2.0,-1
"The first in this series was definitely the best.  Of all I think the second was the worst, but it is a close running between the third and second.  I would have definitely enjoyed more scenes from within the matrix and that added on with the weak and obvious story line made this one just kind of a bore for me.",1085097600,"05 21, 2004",2.0,-1
Great,1438214400,"07 30, 2015",5.0,1
Great continuation of terrific series.,1411084800,"09 19, 2014",5.0,1
This was a scam.  It was film footage of some guy in his basement with poster boards talking about Tesla.  Very creepy thing.  We returned it immediately.,1394496000,"03 11, 2014",1.0,-1
Great movie. I remember the events from TV. Disturbing and informative.,1416614400,"11 22, 2014",5.0,1
"I know a lot of you will disagree with me.  However, if aesthetic presentation is important to you in an exercise tape, this is not for you.  The filming is very washed out;  for that reason it's difficult to to see.  In addition, the set is indoors, with no attempt at interesting lighting or natural light.(Straight in to the giveaway pile.)I'm hoping her other videos have better production values.",1221264000,"09 13, 2008",3.0,0
"...and dance they do! And they do it very, very well.4.5 stars for the jaw dropping moves these kids are able to do but a mere 2 stars for everything else, so let's round that to 3 stars shall we.Though it's been said over and over again about other movies of this ilk, there has to be more to a movie than the dancing and as far as Step Up 2 the Streets goes, the other stuff just doesn't really cut it.The film chronicles - did I say chronicles? - sorry, no, this movie doesn't chronicle anything, it's about a young street dancer named Andie (Briana Evigan). She's beautiful, out of this world talented and certainly doesn't want to be shipped off to Texas which is where she's headed if she doesn't stop getting into trouble.Andie gets accepted into the elite Maryland School of the Arts (MSA) where she attempts to widen her dancing scope to more classical styles. Her street dancing crew the 4-1-0 - all but one of whom does not know Andie is now enrolled in the school - become sick and tired of the excuses she gives as to why she isn't able to attend practice with them and they eventually kick her out of the crew.This is where I find the character flaws in the movie to be really apparent...these kids are obviously in their late teens and 20s, however they spend all day dancing in the streets, Have they no jobs?? No responsibilities?? How do they pay for the cost of living? Don't they even take a break to make some deals or turn some tricks?? It's not just that they are sooo devoted to dancing and preparing for a dance battle called ""The Streets"", the writers make it seem like they genuinely solely exist to practice their dancing 24-7. No one has to go home because their baby-mama is always nagging, no one has goals or dreams, their only purpose in the film is to dance...and still with all that practice they still don't have what it takes.Fortunately, all these annoyances are seasoned with superbly choreographed and exceptionally performed dance numbers that make the knot in my forehead relax until the plot gets back underway.Andie decides to put together her own crew made up of static, clich outcast kids that go to MSA. There's the Asian girl who thinks she's ""down"" but you can't understand a word she says, the tall-loner girl no one hangs out with, a guy who's supposed to be the nerdy guy, but this isn't really developed, a few others not worth mentioning and the other main character, Chase Collins (Robert Hoffman).When we first hear of Chase, we are immediately led to believe that he is MSA royalty but living in the shadow of his older, more talented MSA faculty brother and also that his dancing skills have given him a sense of entitlement making him something of a playa with the ladies. This would be all well and good, for Chase would be a well-developed character and even have opportunities for growth as he tries to redeem himself from his philandering ways and woo our heroine Andie. However, as soon as we get to know Chase, he's not like this at all, in fact none of the earlier descriptions of him are mentioned again or developed at all - he's just a regular boring guy with nothing extraordinarily good or bad about him. But, like everyone else in the film, he's great looking...and man, can he dance!Alright, so the ""plot"" eventually brings us to the ultimate street battle called, no less, ""The Streets"" between the new crew and the old crew in a rain-soaked climax I won't ruin it for you (really, if you have to ask who wins you just don't get how formulaic this film is). This dance-off is well worth the wait as the choreography is spot-on. The scene could not have been shot with more skill, you can see how fluid the dancing is, nothing is chopped up which leaves the viewer in awe at how many laws of physics are shattered by the moves these kids are able to do!Another thing worth mentioning is the supposed-nerdy kid named Moose (newcomer Adam G. Sevani) who befriends Andie at MSA, he's a kid who we see is stuck in the wrong major once we see his entertaining freestyle moves. He makes the most of the character given him and probably saves the story that falls flat in between dance numbers. Maybe, just maybe, one day he'll be the Jason Biggs of a new generation.In summary, don't get me wrong, when I left the theater I was smiling and wishing I had those mad skills. You just have to know what to expect before you see the movie or you may wind up being too disappointed to really appreciate how superb the dancing is. Thus, if dancing is your thing, do lower your expectations as regards plot and characterization and do cop this disc and you too will be wowed and blown away by the dancing as these kids Step up 2 The Streets.",1209945600,"05 5, 2008",3.0,0
"If I were to take a trip back to my childhood, the aptly-named ""Moonwalker"", the brainchild of Michael Jackson, would be one of the prominent stops. Even back when I wasn't necessarily an MJ fan (I am now), this movie captured my imagination. Rather than a whole, cohesive movie, it's a collection of mini-films, for the most part well-woven together. The first part is a performance of ""Man in the Mirror"". The second is a retrospective on Michael Jackson's career, with clips from his music videos and performances from his early career to his ""Bad"" days (which is the era when the movie was made, and it shows). The third is a re-enactment of the ""Bad"" video by a younger counterpart of the cast. The fourth part is a mini-movie which features Michael Jackson escaping from maniacal fans and press by racing a motorcycle as a rabbit-man and eventually doing a dance duel with him (you really need to see it to believe it). The fifth is a video for ""Leave Me Alone"", and the sixth and final part is a noir/sci-fi film where Michael and three young kids on the streets who have befriended him try to escape a drug lord (Joe Pesci) who wants Michael's head after the latter discovers his plans to get all kids addicted to drugs.""Moonwalker"" never made it to theatres in the US (it did, however, in Europe and South America), but that didn't stop the VHS release to be sold in over 800,000 copies within a year of the movie's release. It is a truly engrossing trip through the imagination of the legendary musician/entertainer. While many musicians have tried their hands at filmmaking and only succeeded at showing that they have no talent at it, Michael Jackson surprises. Not only does he show that he has as much feel for staging and visual storytelling as he has for music, he manages to make this movie his own, weaving into both the collage and story some truly imaginative moments.Take the midway point, where we sort of hit the ""present"". The ""Bad"" video is reenacted by younger actors, in a truly hilarious but nonetheless competent spectacle. After that, Michael Jackson emerges onto the 'streets' of Hollywood and is hounded by an assortment of stark-raving-mad, claymated fans and press. An attempt by a humoured Michael to escape his chasers ensues, but as he finds out, trying to hide out in Hollywood studios (especially when you're Michael Jackson) is about as easy as hiding the punch at a banquet.But his way out of this situation is possibly my favourite part of the movie. Disguising himself as a leather-clad rabbit man, he manages to escape the studios on a bicycle, which transforms into a motorcycle. At this point ""Speed Demon"" kicks in as the rabbit-man drives at breakneck speed down the highway, ocean and sky. And still the relentless fans and media are hot on Michael's tail, his disguise not fooling them. This all makes up a truly stunning piece of claymation, both excellently-paced and delicious to behold. Driving out into the desert, Michael takes off his disguise only to have the rabbit disguise reanimate itself, and the two do the best dance duel I've ever seen. It's especially stunning to see the claymated rabbit dance like MJ, and Will Vinton and co (who were responsible for the claymation segment, while Michael himself is live-action) truly deserve an applause for this as well as Michael.Following is the video for ""Leave Me Alone"", a truly imaginative, satirical portrait of the mass hysteria the media attribute to Michael. Michael humorously visualises this as an amusement park constructed on top of him, while a miniature version of him goes through a has-to-be-seen-to-be-believed tour, frequented by lots of dogs in suits. This video may feel like a filler but its imagination and vision more than make up for it.This is when the 'movie' itself begins. My favourite part is when Michael steps into a 30s-style club and ""Smooth Criminal"" kicks in, resulting in a truly artistic music-video sequence, climaxing in the middle, when the music dies and the club-goers chant, for almost a minute, before the music kicks back in. I won't spoil the rest of the movie for you, but these are my favourite parts.If you are a Michael Jackson fan then this belongs in your collection for sure. Whether or not you are a fan, if you want to see a really imaginative, creative journey through Michael Jackons's imagination, I can also recommend this. One thing is for sure; the tagline couldn't be more correct. This truly IS a movie like no other.",1218585600,"08 13, 2008",5.0,1
"The following response to Calvary contains a spoiler, but you might thank me for it.Only rarely have I felt betrayed by a writer/director, but John Michael McDonough is now at the top of that short list. The outstanding acting and production values of Calvary are ultimately put in the service of a deeply cynical conclusion. I mean what else would one call killing off the one caring human being in the whole film, and, in a cheap imitation of a horror flick, showing blood squirting out of the back of his head? And then theres the priests daughter smiling sweetly at her fathers killerwhat is one to make of that?  Unlike the death and resurrection of Gods son, the death of the priest in this film serves no redemptive purpose whatsoever. That humanity is beyond redemption might prove to be true, but do you want to watch a movie that defends that notion?",1424131200,"02 17, 2015",1.0,-1
Not worth the effort. I thought it would be about Warhol but it's about one very confused member of the hangers-on,1436400000,"07 9, 2015",1.0,-1
Not my kind of show.,1422403200,"01 28, 2015",1.0,-1
"The scene where Obi-Wan says ""You were the chosen one... You were my brother..."" should have made us all cry. There just wasn't enough brotherly bonding between the two shown in the film. Lucas should have developed the characters better and then Hayden and Ewan could have shown us a performance that would make us all break into tears. Another side note: If Amidala dies in childbirth, then why does her daughter remember her?",1116547200,"05 20, 2005",3.0,0
Very good.  Definitely shows the true power behind the throne.  Don't get on  the wrong side of these women.,1425081600,"02 28, 2015",5.0,1
I work out everyday but I am also over 60 years old.  This was just too difficult for me. I could not learn the steps no matter how hard I tried. Best leave it to someone that is either younger or has done some other dance videos. I gave it away.,1361232000,"02 19, 2013",2.0,-1
"I love this video, short segments but great for the Butt!! after just a week of working out my Bf noticed and complemented me on my bootie:)",1262563200,"01 4, 2010",4.0,1
"Mad Men has had its good seasons and great seasons (5) .... but I never tire of watching the complexities of the characters being played out over a changing America. Having grown up during this era, I applaud the accuracy of the production. Instead of flashing the year across the screen or something like ""6 years later ...."", small droplets of newscasts, conversations indicate which year it is. Their comments about the world around them are familiar. Regarding characters: Roger gets better with age, Peggy grows up, Don continues to evolve and Pete realizes that no matter what he does, he can never match Don in deed or misdeed. I'll be sorry to see this series end.",1366329600,"04 19, 2013",5.0,1
Interesting,1469923200,"07 31, 2016",3.0,0
"I went into this with no more info than the Amazon description. My 3 might be a bit deceptive, it was an enjoyable family movie with no shoot'em up, fung-fu, swearing, and not even many dirty looks much less anything dirty unless you count the muddy kid near the start.The movie starts with a couple that can't have a baby hearing the news from the doctors that having kids is just not going to happen. On that sad new the couple decide to write down the qualities their kid would have if they had one and the movie magic begins. The movie is told after the fact as a story to child adoption case workers and the couple trying to explain their qualifications for adoption.This is sort of Kyle XY & Phenomenon meets Richie Cunningham, and Happy Days is what sticks, in fact, I might say watching this is like 3-4 episodes of Happy Days the TV show back-to-back.The movie does not even attempt to tie up loose ends, tackle obvious questions, like how does an 8 year old show up and no one questions where he came from, they just sort of glaze over that part.So in the end this is a feel good movie that will be on the Hallmark Channel in a short while, for most I would say wait for the TV movie to come out, however, if you are looking for a break from the kill everything in sight movies, just want to relax with the family and see an enjoyable albiet sappy flick, this is a good choice.",1358899200,"01 23, 2013",3.0,0
Another great movie from a great actor Liam Neeson I love most of his movies specially this one how it keeps u on suspension all the time it's a movie worth buying,1419292800,"12 23, 2014",5.0,1
This is not one of Andy Lau's better movies. There's nothing engaging in this movie. The battle scenes are not that great. The characters needed to be developed more and whatever happend to Andy Lau's girlfriend/love intrest that said she would wait for him until the war was over?Maybe I missed it because the story is kinda hard to follow too. I didn't like the ending either.,1329091200,"02 13, 2012",2.0,-1
Love!,1420329600,"01 4, 2015",5.0,1
Dark story.. Entertaining in parts but not very realistic. Not one of Denzel's best work. Also shows the dark side of alcohol abuse.,1397692800,"04 17, 2014",2.0,-1
"This was worth a watch, and maybe another watch sometime down the road a ways, but definitely not one I would own.  It was an alright comedy, but a lot of the comedies anymore these days just aren't living up to a lot of the classic ones from the 80s and 90s I would have to say.  Only a select few comedies have really been great since the early 2000s, such as Wedding Crashers and Hangover and Due Date & such.  A lot of the ones I'm seeing anymore these days just aren't all that impressive.  Still, if you're into comedy, this is worth a watch, but not much more than that I'm afraid.",1314748800,"08 31, 2011",3.0,0
"obviously not up to quality of previous Jesse Stone stories.  Concentrates on Jesse's problems, not the case he's on. Too much of ""same old, same old"". Poorimitation of Robert Parker's work.  If not for Tom Selleck presence, nothing!! No good feeling after watching this.",1317081600,"09 27, 2011",2.0,-1
"As a movie in it's general sense, Beat Street is not a great film. It's just OK. It's real value is in its history, and being sort of a window to the past...when hip hop was about having fun, and using the art (and not guns) to settle beefs. I would suggest anyone thinking about getting this movie not be too concerned about plot and story, and just enjoy a time that's likely gone forever. I'm lucky to say that I lived through those times, and wish they could come back.I give the film three stars for story and plot. However, for history and just sitting back and reminiscing about a time long gone, I'll give it 5 stars.One final word: The Roxy battle scene is one of the greatest modern dance scenes ever committed to celluloid, and almost 20 years later, it still gives me chills.",1071619200,"12 17, 2003",3.0,0
