reviewText,unixReviewTime,reviewTime,rating,label
"Don't waste 2 hours of your life! This is a horrible, silly farce with maybe 3 funny jokes in the entire movie. Pirate radio is a fascinating topic, but this movie is neither informative nor entertaining.",1282780800,"08 26, 2010",1.0,-1
When you have nothing good to say don't say anything. Horrible movie.,1419638400,"12 27, 2014",1.0,-1
This is a good classic to watch. Great acting and great story line. I've seen this several times worth the watch,1376092800,"08 10, 2013",4.0,1
Fast ship. Happy with the purchase.,1420761600,"01 9, 2015",5.0,1
Well Im sure all movies can be great but this particular one is okay (Good).,1433721600,"06 8, 2015",3.0,0
Cheesy awful,1432080000,"05 20, 2015",1.0,-1
ok,1412553600,"10 6, 2014",3.0,0
"I watched this series on TV back in the 70's.  I loved it.  It was funny without the trash that modern untalented producers think they have to add on TV these days to be ""cool"".",1248393600,"07 24, 2009",5.0,1
Don't get this. It's not the one nominated for Academy Award. Rip off.,1518393600,"02 12, 2018",1.0,-1
"I expected a better movie here.  I would not buy this again.  I like Jason but the movie was nearly half over before I found the story line and where it was going.  The ending was somewhat unexpected but still not up to all the hype I saw in the TV commercials.  I'd say a B movie worth $9.99, maybe.  Mind you I am not a critic and only rate a movie on the entertainment value, not the acting.",1409529600,"09 1, 2014",3.0,0
not as good as Anne of a thousand days,1449100800,"12 3, 2015",3.0,0
Just  an Okay movie,1441670400,"09 8, 2015",3.0,0
"My 2 yr old granddaughter is still a little young for longer videos.  She seemed interested for a short while but then stopped watching.  As an adult, these older classic Christmas videos are so different from the hi-tech and polished seamless animation of today's quality.  But I have to believe the little ones still like the characters and dialogue from years past.  Some things change and some don't.",1325462400,"01 2, 2012",3.0,0
"If you like hyper unrealistic action adventures just to kill time, then watch it!",1530144000,"06 28, 2018",3.0,0
"Was an okay movie, I did not go to sleep.  It was kind of a soap opera and full of misguided souls on an ego trip.",1485561600,"01 28, 2017",3.0,0
"Enjoyable series with Boris Karloff.  I understand that this series was never broadcast, and am glad that Amazon Prime allowed me to see it.",1378080000,"09 2, 2013",3.0,0
"Very poor script  and storyline, the kind of western that made spaghetti productions half interesting. The portrayal of James in this film is nowhere near the real Jesse James of western fame.",1402531200,"06 12, 2014",2.0,-1
silent movie and was damaged on arrival,1444089600,"10 6, 2015",1.0,-1
It was ok,1424476800,"02 21, 2015",3.0,0
"Loved it, classic!",1408406400,"08 19, 2014",3.0,0
Nothing new. All of these stories/perspectives have been shown before. Does not offer anything unique to the discussion.,1442016000,"09 12, 2015",1.0,-1
awesome love the product,1505001600,"09 10, 2017",5.0,1
"I follow this show if nothing else is available. A lot of the dialog does not seem true to the period, the acting is just okay but the concept for the show is unique and episodes are often interesting.",1380499200,"09 30, 2013",3.0,0
"There were some good parts, but for the most pat I didn't care for the movie. It was anything to get excited about.",1401062400,"05 26, 2014",2.0,-1
fun.,1430697600,"05 4, 2015",4.0,1
"Disappointing movie...Acting was terrible with the exception of Ryan Reynolds. The flashback device, which can be intriguing when used properly, was disjointed and confusing. I'm not sure what the point was for half the dialogue. The characters and story line were never fully developed. I could go on and on but suffice it to say...I didn't like it even a little. That's and hour and a half of my life I'll never get back.",1432944000,"05 30, 2015",2.0,-1
"I kind of liked the movie at least for the first 30 minutes, my husband on the other hand did not care for the flashbacks, said if they would have just played out the first one the movie would have been over in 30 minutes.  I really liked all the actors in the movie and know they were trying to creat a movie from a new angle so I will give them props for that. I did liked seeing how it played out, I just wouldn't want all my movies to be like this.",1215993600,"07 14, 2008",3.0,0
"Okay for what it is, which is a teaser.  Not much of a plot and rather boring.",1431820800,"05 17, 2015",3.0,0
"This movie really needs a DVD release.  I own it on VHS and still chose to download a digital copy from Amazon.  If it ever comes out on DVD I'll buy a copy in that format also.  It is just a good, action packed war movie with enjoyable characters..",1461974400,"04 30, 2016",5.0,1
"Excellent cast, great screenplay, story keeps you interested all the time. Great movie.",1479168000,"11 15, 2016",5.0,1
"Missed this one back in the day, it's one of those it's so bad it's good kinda movie. Watch for the killer fish scene!",1470182400,"08 3, 2016",3.0,0
A newly graduated chef who is a talented ice sculptor meets and romances a childhood friend. Good family movie with a Christmas theme.,1486684800,"02 10, 2017",4.0,1
Sucked,1469923200,"07 31, 2016",1.0,-1
"2 1/2 stars. i usually buy dvds if they have good reviews in the type of genre i like. Anyway, the reviews are over-rated. The acting is GREAT from the key actors. A couple of the goofy idiot cops should have been replaced. But the directing and the writing are WAY OFF. This show would really appeal gangbangers n ppl like dat. Eg. The show has a curtain lingo, if you arnt 'in the life' you probably won't get alot of whats goin on. The writers have written it in away that details of the show that are supposed to be obvious can easily be over looked.This show goes for 1 hr on its own, on dvd. no shows do that. this may be an issue with getting a time-slot. I bought this on special for $15 au. Which is about $10 US atm. No way would i pay $60 US, for a 13 episode show. ha",1234742400,"02 16, 2009",3.0,0
Excellent classic movie.. Great casting..,1438992000,"08 8, 2015",5.0,1
ok,1405641600,"07 18, 2014",3.0,0
Great movie. Mixed truth with fiction but does it in a good way. Don't hesitate to add this to your WWII collection.,1480377600,"11 29, 2016",5.0,1
I can't believe it's been 30 years since I've seen this movie at the theater.  Neil's music is timeless ... and I won't wait another 30-years to see it again!,1264982400,"02 1, 2010",5.0,1
boring,1455667200,"02 17, 2016",1.0,-1
"the acting was done well, but the story line was a little dry. the video feed was good. i would not watch it again.",1357603200,"01 8, 2013",3.0,0
This DVD is my all time Christmas Holiday favorite.  Now I have it to watch any time I want to.,1487980800,"02 25, 2017",5.0,1
"If you want nudity, sex and a lot of foul language this is for you.  Not much of a story line having watched the first episode I watched part of the second hoping that we would find the story line but sad to say while it is there, the primary focus was nudity, sex and an over use of the F word.",1427155200,"03 24, 2015",1.0,-1
"A couple of gruesome killings and unsettling moments, but that's about it. Give it an A for effort though.",1453507200,"01 23, 2016",3.0,0
It was ok but I think I like it that much it need to be on the prime free list',1405641600,"07 18, 2014",3.0,0
Bought as a gift for my Dad and was well received.  Good value for the price. Not much more to say than that.,1390176000,"01 20, 2014",4.0,1
I love Christmas specials and try to watch all of them I can. This was great one for younger children or those of us who are young at heart!,1389225600,"01 9, 2014",4.0,1
I love this series. What a talented leading lady!,1468540800,"07 15, 2016",5.0,1
Definitely different! Lots of twists and turns.,1468713600,"07 17, 2016",3.0,0
Funny great movie,1410566400,"09 13, 2014",5.0,1
I enjoyed each episode.,1455667200,"02 17, 2016",5.0,1
Child I couldn't even make through the first twenty minutes without giving up on it. I'm keep in it just for collection sake.,1498867200,"07 1, 2017",1.0,-1
Tiresome.  Really  tiresome. Couldn't finish it.  Want that wasted time back.,1458691200,"03 23, 2016",2.0,-1
Off Beat...Plot seemed shallow. To be fair I did not finish the movie. I was bored after the first 20 minutes of it. Acting left a lot to be desired...flat.,1404691200,"07 7, 2014",2.0,-1
It all seemed a bit disjointed and confusing to me. I didn't quite get the plot and was not very interested in the characters. Overall it just seemed a bit strange to me.,1469491200,"07 26, 2016",3.0,0
I was very disappointed in this Robert Redford movie.  I don't think he spoke more than three words through the entire movie!,1400284800,"05 17, 2014",2.0,-1
"Hit and Runway is a delightfully amusing story about a confused young (definitely straight) Italian boy who yearns to be a screen writer and finds himself hooked up a kind of ""Woody Alan"" character whose emotional struggles seem endless - a kind of ""Odd Couple"" film told with some really talented actors.  I think you'll love the way it all ends . . .",1413676800,"10 19, 2014",4.0,1
Its a great movie. I recommend,1507161600,"10 5, 2017",5.0,1
another fabulous movie....so moving so honest for the time.........fabulous,1411171200,"09 20, 2014",4.0,1
WOW!  It's a Wonderful Life is one of my families favorite movies.  The Blu-ray edition has a clarity that is amazing.  We saw details that we had never seen on the old DVD.,1485907200,"02 1, 2017",5.0,1
NOT GOOD,1449619200,"12 9, 2015",1.0,-1
"It's been three years since we got a real Jim Carrey comedy. The last being ""Me, Myself & Irene"". While Jim tried to expand his talents with more straight films like ""The Truman Show"", ""Man On The Moon"", and ""The Majestic"", fans were starting to miss what they first fell for Jim in the first place. Comedy. This movie is a relief to those of us who have been waiting to see Jim return to comedy. However, this isn't the manic, over the top frenzy kind of comedy that made Jim famous for in the 90's with fare like ""Ace Ventura"" and ""Dumb And Dumber"". Sure,  some of the zaniness and physical aspect of it is there, but it's not as much as usual. Carrey plays Bruce Nolan, a field correspondent for the local Buffalo news station who usually covers the more heartwarming and human stories that normally end the newscasts. Things aren't going his way. He wants an anchor job that he eventually loses to a smarmy co-worker(Steve Carell), a dog that urinates all over the apartment, and on top of that, he gets beat up. On the upside, Bruce does have a great girlfriend named Grace, who is played by Jennifer Aniston and looks really good in this film. After Bruce's whining and complaining to God over his less than stellar life, the big man himself(played with the right amount of presence and magic by Morgan Freeman) pays Bruce a visit and offers Bruce his powers while he is on vacation. This is where the fillm starts to pick up speed and starts to let Carrey let loose and have fun. Naturally, as anyone would, Bruce lets his powers get to him and abuses them for his own purposes. When he tries to make some good in the world with his newfound abilities, well, chaos abounds. This isn't exactly an inventive idea. How many times have we seen a film where someone gets powers, or gets a second chance, or gets to trade places with somebody?. Lots of times. So, while it isn't exactly a revolutionary idea, the film rises above all others because those movies didn't have Jim Carrey. He really brings Bruce to life in the beginning of the film by making him seem like a loveable loser in a slump with life. Some say he was very unlikeable, but he was exactly the opposite. He was likeable. He was having a bad time. Not once did I not like, or feel, for the character. Carrey was able to play it with a straight face during these times, and he didn't look like he was always on the verge of a laugh or saying something funny. As some critics have stated. What was surprising, and somewhat disappointing, was how Carrey was more restrained than you would of thought. There are moments of silliness and some old Carrey schtick, but he doesn't go over the top like the good 'ol days in the 90's. His comedic performance in the film was a balance between the physical comedy of ""Liar Liar"", but with the heart and solidness of his ""The Truman Show"" era. One would of wished it had been kicked into higher gear, but it is good nonetheless. Aniston does what she can with the usual ""I've been dating this guy for 5 years and I want a wedding and kids"" girlfriend role, but she manages to bring some heart and emotion to the predictable supporting role. Morgan Freeman was a nice bit of casting as the almighty one himself. His scenes are not very long, but he really brings it and makes the most of his scenes. ""Jag"" star Catherine Bell appears in the film as well, as does character actor Phillip Baker Hall as Bruce's boss. Steve Carell as the slimy co-worker gets one of the funniest scenes in the movie by having a breakdown on the set thanks to Bruce. The extra features on the disc are a lot of fun. Some of the outtakes and deleted scenes are hilarious and you would wish that some of them had ended up in the finished product. As some other reviews had stated, the commercial ads on this disc are annoying and they don't allow you to skip through them. However, I found that if you hit 'menu' on your control, it will come up and you can get through those annoying ads. So, this film is a lot of fun and it has a really nice feeling to it. It has heart, it has emotion, and it's funny. It is a pleasant and enjoyable film to kill a few hours. Jim Carrey is really good, and if this is the place he's at now in his career, then it's a mighty fine place to be.",1070582400,"12 5, 2003",3.0,0
Classic love story. So loved this movie!!,1425168000,"03 1, 2015",5.0,1
Fabulous.,1447200000,"11 11, 2015",5.0,1
It was ok.  Best I can say.  Husband liked it.,1425168000,"03 1, 2015",3.0,0
Love this movie! Came as expected!,1420675200,"01 8, 2015",5.0,1
"A stilted script with bad, over acting by most of the characters.  No chemistry between Stone and Firth.",1420329600,"01 4, 2015",2.0,-1
It was okay but the concept had so much more potential and it failed to live up up to what it could have been.  I was satisfied with the movie but I'm never going to list it as one of my most recommended gay films.,1356998400,"01 1, 2013",3.0,0
One star because I did not watch this movie.,1415836800,"11 13, 2014",1.0,-1
Simply awful. We'll be giving away the used copy we bought. Most of this movie was a blurry CGI chase scene. Rachel was very wise........,1241222400,"05 2, 2009",1.0,-1
"For a feel-good experience, this movie fits the bill. It's romantic comedy blended with a little fantasy (time-travel), and in many ways, is also a love letter to Manhattan. And in these times, that's most welcome! The only negative to me is that Meg Ryan, while no doubt a very talented actress, has done this kind of role many times before, and maybe it's time for her to try other character-types. As for Hugh Jackman, this movie more than makes up for ""Swordfish""! I had to keep reminding myself that this was the same man who played Wolverine in ""X-Men"". He's definitely one of the more talented imports from Down Under!",1009497600,"12 28, 2001",4.0,1
I watched this movie many years ago in my teens. and always wanted a copy to replace my old VHS tapes. well worth the money and an entertaining movie to boot.,1382572800,"10 24, 2013",5.0,1
Movie was ok,1483142400,"12 31, 2016",3.0,0
A few adventures of Winnie-the Pooh with his friends. Great movie for a child as well as a Disney adult fan!,1421193600,"01 14, 2015",5.0,1
bad,1472774400,"09 2, 2016",1.0,-1
Very interesting and thought provoking reading.  It was the first time I've read anything more in-depth that what there is about them in the Bible.,1362700800,"03 8, 2013",5.0,1
I like the stories.,1483056000,"12 30, 2016",3.0,0
"I bought this film without knowing anything about it, I got it for 2.99 and saw that it could be a good horror. 'Fade to black' is a sort of tragedy but not so much a horror, more a cult thriller? drama? anyway it's decent all the same. One for the film buffs!",973814400,"11 10, 2000",3.0,0
Horrible movie....Kristen is too funny for this kind of role...save your money,1435968000,"07 4, 2015",1.0,-1
Not my type of movie.  Just a blah movie.,1415750400,"11 12, 2014",1.0,-1
The exercises include too much strain other than walking.  Disappointed with it and it seemed like the session would never end.,1397779200,"04 18, 2014",2.0,-1
Torture porn. I like horror movies but this is to the Hostel side of things without as much good lead in and character development--although there was some.  I don't like torture porn and I couldn't keep watching this.,1409529600,"09 1, 2014",2.0,-1
"This is a LONG movie and it drags at points. The acting leaves a lot to be desired, or maybe it is the characters. The story line has potential but it wasn't achieved in this production.",1362355200,"03 4, 2013",3.0,0
I turned it off about 30 minutes into the show. Pretty bad. I cannot even remember details. Just not a good movie at all.,1411344000,"09 22, 2014",1.0,-1
"Was about on Par with the previous Red Dawn in terms of acting and story. Could have been much better, especially the main character's acting, not the best.",1366156800,"04 17, 2013",3.0,0
"This is the story of a young man who was brought up by a father who told him he could never do anything right.  He almost drowned his son while teaching him to swim (by just throwing him in the water and shouting orders).  The young man gets a boring job in a factory and meets a floozy who he gets pregnant.  When she runs off, the man's aunt (his father's sister - Judy Dench) shows up and takes the man and his daughter under her wing.  They move back to Newfoundland and try to find peace and happiness in a barren land.  To say more would ruin it for you.",1477267200,"10 24, 2016",4.0,1
Great,1488758400,"03 6, 2017",5.0,1
Excellent movie! A+,1465257600,"06 7, 2016",5.0,1
"Ok, but not good enough for me to pay to see more of it.",1436140800,"07 6, 2015",3.0,0
"The movie was so boring, I had to give up about thirty minutes into it.  Maybe it would have gotten better, but that was all the time I cared to invest in it.",1439510400,"08 14, 2015",1.0,-1
Great start to the series,1481241600,"12 9, 2016",5.0,1
I just did this video and I just can't believe how bad it was...As for the voiceover...  I have done dance videos before with voiceover and have never been annoyed.... until this.  It was so annoying and the fake laughing she would do throughout was just... gross.As for the workout... can't even call it a workout.  Never broke out into heavy breathing and never broke out in a sweat.I am shocked that there are any good reviews...  though I guess for someone completely new to Latin moves this may be good for them...That was just a huge waste of time I'll never get back.,1305849600,"05 20, 2011",1.0,-1
Always one of my favorites.,1453593600,"01 24, 2016",4.0,1
Boring intro so I didn't get very far.,1477180800,"10 23, 2016",1.0,-1
OK,1479945600,"11 24, 2016",3.0,0
my mother said this movie was really bad BUT GUESS WHAT it was even worse the other time when forget it,1379548800,"09 19, 2013",1.0,-1
"Nice looking film, characters were a little predictable. Too many cliches about the Lesbian lifestyle, I felt like it was fake.",1483056000,"12 30, 2016",1.0,-1
Stopped watching after 15 minutes......Absolutely Terrible!,1461024000,"04 19, 2016",1.0,-1
Could of been a better movie if the plot was different.  I just can't say anything because all I wanted to do was say really you don't know who the killer is?????,1395446400,"03 22, 2014",2.0,-1
I liked it so much that I never saw the end.,1442016000,"09 12, 2015",2.0,-1
"Me making this report is something of a partial review.  My wife is the Japanese teacher, and this was bought for her classes.  So, it is not of great interest to me.",1436572800,"07 11, 2015",3.0,0
ok,1454284800,"02 1, 2016",3.0,0
I can't tell you how annoying I found this DVD to be. Jumping around in ridiculous patterns that make no sense. I was not happy with this one at all.,1274745600,"05 25, 2010",1.0,-1
"I did not see the end of the movie because the online connection failed 10 times, message said the connection was too slow , yet I had no problem switching to a Netflix stream.",1395014400,"03 17, 2014",3.0,0
Well written fun romance taking a playboy and finding goodness in him with an unusual heart warming twist.,1467849600,"07 7, 2016",5.0,1
"Terrible movie, more hype than substance. Very disappointed after watching this movie.",1424390400,"02 20, 2015",1.0,-1
"Nostalgia for those growing up with these films at their finest, never get tired of this movie.",1514505600,"12 29, 2017",5.0,1
Forgettable and not funny. Very sad to see such a great cast in such a poor film. :(,1422316800,"01 27, 2015",1.0,-1
Stinker,1481760000,"12 15, 2016",1.0,-1
Was not a great movie,1483315200,"01 2, 2017",2.0,-1
"Gave it a 3 because of the Truth expressed in the story-line.  Otherwise, hate to say it, but I found it very boring.  Maybe after viewing such excellent Christian films like Courageous and others, this just didn't hold my attention.  Recommend it for young folks probably any age.",1355529600,"12 15, 2012",3.0,0
terrible,1481068800,"12 7, 2016",1.0,-1
Inter,1457568000,"03 10, 2016",3.0,0
The movie was good but it did not have English subtitles as it was advertised,1464912000,"06 3, 2016",2.0,-1
"Interesting premise, but a tad confusing and disjointed.  It's a problem with the screenplay.",1411430400,"09 23, 2014",3.0,0
"ok i liked it, but was hoping for better.",1453507200,"01 23, 2016",3.0,0
"Interesting, but not quite what I expected.",1500854400,"07 24, 2017",3.0,0
"Great item, fast delivery",1433289600,"06 3, 2015",5.0,1
Not a great story but Paul Newman is always a joy.,1444176000,"10 7, 2015",3.0,0
Excellent movie to watch at the holidays or any time of the year.,1481328000,"12 10, 2016",5.0,1
"Paul Newman is superb as ""Fast"" Eddie Felson.  This role cemented his status as a talented movie star and showed that he could play a tough, moody self infatuated pool shark who believed that he could con the world.  Everything and everyone in this movie is perfectly cast.  If you don't know this movie, then you were probably born after 1979 and you are unfamiliar with movies that don't have jump cuts and chase scenes and gratuitous nudity.  Do your self a favor and watch this movie and pay attention to the subtle nuances that make up a believable character study.",1435708800,"07 1, 2015",5.0,1
"It is an okay movie. Funny, teen comedy. Typical. But something I would watch with a group of friends on a day in.",1414800000,"11 1, 2014",3.0,0
Eh. The cinematography and story just didn't grab me like The Lord of the Rings trilogy. A little too much CGI.,1431820800,"05 17, 2015",2.0,-1
I love Disney movies.  Another great classic.,1501286400,"07 29, 2017",5.0,1
"Luke Wilson is a talented comic actor but you would never know that by watching this movie.  The jokes are stupid, the characters are idiotic and the story is just awful.",1429315200,"04 18, 2015",2.0,-1
"OK, that's a little harsh.  One star is probably not too many for a movie that isn't really a ""movie"" in the sense of having a coherent plot, credible dialogue, minimal acting skills, etc. ""Roller Boogie"" would have made a perfect Charlie's Angels episode -- in fact, it did, when Jaclyn, Farrah and Kate (or their stunt doubles) donned their four-wheel, suede-booted skates and chased the bad guys down Venice Beach.But the Angels were the Angels; everything they did was in the greater service of looking good, acting very little, and trying not to laugh their way through ridiculous plots. ""Roller Boogie"", on the other hand, offers us Queen of the B's Linda Blair surrounded by a bevy of nonactors, a raft of horrendous disco songs (this stuff makes the Bee Gees sound like great art), and endless choreographed disco-on-skates numbers.  Round, and round, round and round the kids skate.  And the bad guys lose at the end.How did we ever survive the 80's?",1178150400,"05 3, 2007",1.0,-1
Was alright good ending,1433721600,"06 8, 2015",3.0,0
"I watched to the fatal ending of this movie. Hoping that it would at least turn at some point. From beginning to end, I was highly disappointed.I enjoy horror films ... this one just does not even come close to being one.",1410307200,"09 10, 2014",1.0,-1
Beyond terrible.,1434844800,"06 21, 2015",1.0,-1
Decent sequel.,1443139200,"09 25, 2015",4.0,1
Jack Black is tremendously talented,1456444800,"02 26, 2016",4.0,1
Goes off the book a bit but there are many parts added that did not make the movie as exciting as expected.,1430697600,"05 4, 2015",2.0,-1
I would have enjoyed this movie more than I did if Mickey Rourke had more scenes in it. He's always great in what he does. It was okay. Quick and easy ordering from Amazon.com,1383004800,"10 29, 2013",3.0,0
No issues,1526342400,"05 15, 2018",3.0,0
5 minutes is all I could take. Super cheesy. Just plain bad.,1505347200,"09 14, 2017",1.0,-1
"I have tried to watch this 3 times now and haven't made it through without falling asleep. Maybe I'm starting too late at night, I don't know. It just seems like one long fight scene.",1439856000,"08 18, 2015",3.0,0
i love titanic and i love even more that its on blu ray! this is a great movie! such a great love story / tragedy!,1385078400,"11 22, 2013",5.0,1
"I loved watching this video and was sad to find that I'd finally come to the end of it.  Which is why I then went and downloaded The Anna Nicole Show Season II from [...].  I waited a couple of months to watch it in its entirety, but by then I could no longer watch Anna, Howard and Daniel, since two of the three had passed on by that time.  Sad doesn't describe the feeling, especially after getting to know all of them in such an intimate way  (and this is not too much of an exaggeration).The video is just hilariously, ridiculously funny.  I laughed so hard I really did have tears rolling from my eyes.One of the funniest episodes was Anna going house hunting with Howard and the Realtor.  This is the episode where she opens the fridge in one of the houses she's touring and helps herself to whatever's in there.AND this is the one where she squeezes into the tub in that same house.There's another episode in the Season I set in which Anna, Howard and one of their entourage are at a kinky sex toy shop.  Nothing there is lewd or controversial (e.g., no chains or bondage type ""toys""), just silly, funny odds and ends.  Anna is wildly funny in this particular segment, esp. when she is looking at the various male organs.  You just have to be there and, I promise, if you buy this video you will feel as though you are there with Anna, Howard, Daniel, Kimmy, Frank, and Le Famous Bobby Trendy.  Oh, and how could I forget the one and only Sugar Pie?It gets a little bawdy in certain parts; for instance, the Christmas Party pushes past the line of propriety more than a little bit, but, on balance this compilation of episodes from Season I is worth it as long as you believe that some of it is just Anna being a great actress ---- and that she is.  (Thanks, Anna, for all the joy and the laughs.  It kills me to think you're gone from this earth forever.)",1201910400,"02 2, 2008",5.0,1
"Love Jerry Lewis....good, clean fun!",1416787200,"11 24, 2014",4.0,1
I don't hate the show it is pretty good. The thing I hate is I only received disc 3. the other 2 were not in the case. By the time I realized this it was too late to return. Which I would have examined it when I received the package.,1400976000,"05 25, 2014",1.0,-1
"Based on the overall 4-star rating here, I expected something that would not put me to sleep but that's exactly what happened with this film - I thought it would never end.  I don't quite get why people seem to like this so much as it seems to me to just be a rehash of the first one.",1355788800,"12 18, 2012",2.0,-1
a really great light-hearted movie; great cast; a go to movie for simple enjoyment (no real depth) and a laugh;,1399766400,"05 11, 2014",5.0,1
Great series!,1502150400,"08 8, 2017",5.0,1
"Main character is a little too mature to play the part but otherwise, pretty sexy g/g action.",1416096000,"11 16, 2014",3.0,0
just ok movie,1486252800,"02 5, 2017",3.0,0
It had a lot of good elements to it but seemed to missing something. I am just not sure what it was. I think the acting and filming(or whatever you call it) was good. I think it was the content. Felt like it skipped something??,1404172800,"07 1, 2014",3.0,0
Interesting perspective from the home of the mob. Authentic? I'm not sure,1466380800,"06 20, 2016",3.0,0
"This was just one of those ""okay"" movies with some funny scenes & something to watch if you're ready for a less than exciting movie.",1397865600,"04 19, 2014",3.0,0
"Interesting ideas; but writing was inconsistent and choppy story got irritating.  Great cast and special effects, though!",1461024000,"04 19, 2016",3.0,0
A great movie. Our grandson had never seen it and he really enjoyed it.,1523577600,"04 13, 2018",5.0,1
Pretty good retelling of a classic Lovecraft tale,1454544000,"02 4, 2016",3.0,0
Bond doing his thing what else is there to ask for?,1430956800,"05 7, 2015",5.0,1
Ridiculous piece of trash. I couldn't take more than 20 mins. of this kind of humor. It's a shame the series was not made with kids in mind because the cover indicates that its a humorous take off on James Bond/Spy series something a kid should be able to enjoy.,1433548800,"06 6, 2015",1.0,-1
Absolutely POINTLESS movie. I deeply regret having wasted two hours of my life on it!,1511740800,"11 27, 2017",1.0,-1
It was ok.,1455753600,"02 18, 2016",3.0,0
Horrible.,1457308800,"03 7, 2016",1.0,-1
Wooden acting and frankly boring.,1484697600,"01 18, 2017",1.0,-1
Unfortunately the Toxic Avenger Part II wasn't anywhere near as good as the original now set in Japan it just wasn't a great idea.,1463702400,"05 20, 2016",3.0,0
part of collection,1450137600,"12 15, 2015",3.0,0
I love you Guys.....The Product came in a timely manner and the price was good! Made a great Christmas gift!  Thanks a bunch!!!,1356048000,"12 21, 2012",5.0,1
"Beautifully told historical (love) story with great performances by some of Britain's best actors Emily Blunt & Rupert Friend, Mark Strong (love this versatile actor), Paul Bettany (so enjoyable in this role), the indomitable Jim Broadbent, and the saucy Miranda Richardson!  Musical score, cinematography, direction --- all wonderful!  I own this DVD.",1441065600,"09 1, 2015",5.0,1
It was a very good movie.,1513468800,"12 17, 2017",4.0,1
I thought the type of filming was rather odd... more like a play was being filmed... but better than re-runs.,1403395200,"06 22, 2014",3.0,0
